,cafe,street,user,time,stars,reviews,sentiment,language,tokenized,cleaned_text
95,Bud's Coffee,Queen St E,Conner P,3 years ago,5,"Very strong coffee, I had the special with blackberries and chocolate and it was good. A little small and slim seating, it’s a busy place for sure.",pos,en,"['strong', 'coffee', 'special', 'blackberry', 'chocolate', 'good', 'little', 'small', 'slim', 'seat', 'busy', 'place', 'sure']",strong coffee special blackberry chocolate good little small slim seat busy place sure
96,Bud's Coffee,Queen St E,Ajay Singh,3 years ago,5,"This is the perfect quintessential neighbourhood espresso and coffee shop.  When I bring friends to The Beach and/or Toronto, I always bring them here. It speaks for itself.  Bud’s provides superb quality drinks in a relaxed and inviting neighbourhood atmosphere. Ken, Sarah, Rose, Kyle and Ryan and rest of the gang all produce excellent espresso.  Whenever I travel outside of Toronto and have espresso at other far flung locales, I realize some of the best espresso simply comes from my own neighbourhood in the Beach. The shop emulates everything that is so wonderful and soulful about this neighbourhood. Just simple good wholesome espresso. No gimmicks here.",pos,en,"['perfect', 'quintessential', 'neighbourhood', 'espresso', 'coffee', 'shop', 'bring', 'friend', 'beach', 'toronto', 'bring', 'speak', 'bud', 'provide', 'superb', 'quality', 'drink', 'relax', 'invite', 'neighbourhood', 'atmosphere', 'ken', 'sarah', 'rise', 'kyle', 'ryan', 'rest', 'gang', 'produce', 'excellent', 'espresso', 'travel', 'outside', 'toronto', 'espresso', 'far', 'flung', 'locale', 'realize', 'good', 'espresso', 'simply', 'come', 'neighbourhood', 'beach', 'shop', 'emulate', 'wonderful', 'soulful', 'neighbourhood', 'simple', 'good', 'wholesome', 'espresso', 'gimmick']",perfect quintessential neighbourhood espresso coffee shop bring friend beach toronto bring speak bud provide superb quality drink relax invite neighbourhood atmosphere ken sarah rise kyle ryan rest gang produce excellent espresso travel outside toronto espresso far flung locale realize good espresso simply come neighbourhood beach shop emulate wonderful soulful neighbourhood simple good wholesome espresso gimmick
97,Bud's Coffee,Queen St E,Taleah Clarke,3 years ago,5,Best coffee in the Beaches! The staff are knowledgeable and friendly. Plus they always play great music and are wonderful with kids.,pos,en,"['good', 'coffee', 'beach', 'staff', 'knowledgeable', 'friendly', 'plus', 'play', 'great', 'music', 'wonderful', 'kid']",good coffee beach staff knowledgeable friendly plus play great music wonderful kid
98,Bud's Coffee,Queen St E,Mobile Assistant,3 years ago,4,Cozy,pos,pl,['cozy'],cozy
99,Bud's Coffee,Queen St E,Stephanie Hughes,3 years ago,5,Nice to have an independent coffee shop in the beaches,pos,en,"['nice', 'independent', 'coffee', 'shop', 'beach']",nice independent coffee shop beach
100,Bud's Coffee,Queen St E,David Zivot,3 years ago,5,"Good indie vibe, very good coffee.",pos,af,"['good', 'indie', 'vibe', 'good', 'coffee']",good indie vibe good coffee
101,Bud's Coffee,Queen St E,Doug G,4 years ago,5,Great coffee...cozy spot,pos,en,"['great', 'coffee', 'cozy', 'spot']",great coffee cozy spot
102,Bud's Coffee,Queen St E,G F,4 years ago,5,Unquestionably THE best cuppa in the city.  Great staff.  Beautiful pour.,pos,en,"['unquestionably', 'good', 'cuppa', 'city', 'great', 'staff', 'beautiful', 'pour']",unquestionably good cuppa city great staff beautiful pour
103,Bud's Coffee,Queen St E,Dominik Machek,4 years ago,5,Oatmilk flat white! Great location in the Beach!,pos,en,"['oatmilk', 'flat', 'white', 'great', 'location', 'beach']",oatmilk flat white great location beach
104,Bud's Coffee,Queen St E,Rob Jones,4 years ago,5,"Best cappuccino I've had, bar none!",pos,it,"['good', 'cappuccino', 'bar']",good cappuccino bar
105,Bud's Coffee,Queen St E,Morgan Dierickx,4 years ago,5,Funky coffee shop with the best almond milk lattes around.Toys for kids,pos,en,"['funky', 'coffee', 'shop', 'good', 'almond', 'milk', 'latte', 'toy', 'kid']",funky coffee shop good almond milk latte toy kid
106,Bud's Coffee,Queen St E,6 Kat,4 years ago,5,This is a real gem in the heart of the beaches. Bud's is a super chill spot to grab tea or coffee. They also have amazing artisan pasteries (ie. Poptarts). They have been open several seasons but are now in a new location slightly more east on Queen St. (closer to Lion On The Beach) BONUS *** this new location is bigger and has allowed them to set up more tables and a cute play space for kids under three,pos,en,"['real', 'gem', 'heart', 'beach', 'bud', 'super', 'chill', 'spot', 'grab', 'tea', 'coffee', 'amazing', 'artisan', 'pasterie', 'ie', 'poptart', 'open', 'season', 'new', 'location', 'slightly', 'east', 'queen', 'st', 'close', 'lion', 'beach', 'bonus', 'new', 'location', 'big', 'allow', 'set', 'table', 'cute', 'play', 'space', 'kid']",real gem heart beach bud super chill spot grab tea coffee amazing artisan pasterie ie poptart open season new location slightly east queen st close lion beach bonus new location big allow set table cute play space kid
107,Bud's Coffee,Queen St E,jim bradley,4 years ago,1,"Very rude!, was a daily customer. Showed up christmas eve for my daily latte at 730 , no holiday hours posted. The young man working inside saw me standing there and we made eye contact 3 times over 15 minutes. Finally i knocked on the door to ask the hours and he came out and told me 8 oclock. You would think if you saw a customer standing out front that you would take 30 seconds out of your day to let them know when they can come in.

i will not return",neg,en,"['rude', 'daily', 'customer', 'show', 'christmas', 'eve', 'daily', 'latte', 'holiday', 'hour', 'post', 'young', 'man', 'work', 'inside', 'see', 'stand', 'eye', 'contact', 'time', 'minute', 'finally', 'knock', 'door', 'ask', 'hour', 'come', 'tell', 'oclock', 'think', 'see', 'customer', 'stand', 'seconds', 'day', 'let', 'know', 'come', 'return']",rude daily customer show christmas eve daily latte holiday hour post young man work inside see stand eye contact time minute finally knock door ask hour come tell oclock think see customer stand seconds day let know come return
108,Bud's Coffee,Queen St E,Matt Woodcock,4 years ago,5,The best coffee joint in the Beaches. Grab a seat and listen to the local hustle and bustle!,pos,en,"['good', 'coffee', 'joint', 'beach', 'grab', 'seat', 'listen', 'local', 'hustle', 'bustle']",good coffee joint beach grab seat listen local hustle bustle
109,Bud's Coffee,Queen St E,Farhan Selod,4 years ago,5,Super friendly service coupled with the best coffee on Toronto!  (imo). can't loose !!,pos,en,"['super', 'friendly', 'service', 'couple', 'good', 'coffee', 'toronto', 'imo', 'loose']",super friendly service couple good coffee toronto imo loose
110,Bud's Coffee,Queen St E,Astrum Rimor,4 years ago,5,"Great coffee, tasty treats, nice employees.",pos,en,"['great', 'coffee', 'tasty', 'treat', 'nice', 'employee']",great coffee tasty treat nice employee
111,Bud's Coffee,Queen St E,Dave Power,4 years ago,4,Check out the giraffes.,pos,en,"['check', 'giraffe']",check giraffe
112,Bud's Coffee,Queen St E,Gabriel Werkhaizer,4 years ago,5,Great coffee,pos,en,"['great', 'coffee']",great coffee
113,Bud's Coffee,Queen St E,Francisco Alejandri,4 years ago,5,Good coffee in the beach area,pos,en,"['good', 'coffee', 'beach', 'area']",good coffee beach area
114,Bud's Coffee,Queen St E,Robert Thomas,4 years ago,5,"Fabulous espresso based drinks, good desserts and a friendly staff all in a bright atmosphere. It makes for a great local coffee hangout. We will definitely come back next time we are in the Beaches.",pos,en,"['fabulous', 'espresso', 'base', 'drink', 'good', 'dessert', 'friendly', 'staff', 'bright', 'atmosphere', 'make', 'great', 'local', 'coffee', 'hangout', 'definitely', 'come', 'time', 'beach']",fabulous espresso base drink good dessert friendly staff bright atmosphere make great local coffee hangout definitely come time beach
115,Bud's Coffee,Queen St E,Damien Wilmot,4 years ago,5,Awesome coffee and super friendly staff.,pos,en,"['awesome', 'coffee', 'super', 'friendly', 'staff']",awesome coffee super friendly staff
116,Bud's Coffee,Queen St E,Stratosphere JoshandLinda,4 years ago,4,Latte was a bit on the warm side vs. hot so I will know for next time to ask for extra hot - other than that coffee and the service was good the food looked delish,pos,en,"['latte', 'bit', 'warm', 'vs', 'hot', 'know', 'time', 'ask', 'extra', 'hot', 'coffee', 'service', 'good', 'food', 'look', 'delish']",latte bit warm vs hot know time ask extra hot coffee service good food look delish
117,Bud's Coffee,Queen St E,Lee Walder,4 years ago,5,Best in the area,pos,en,"['good', 'area']",good area
118,Bud's Coffee,Queen St E,Marc K,4 years ago,1,Slow and expensive. A very milky capucino with no foam for nearly $5. Typical pretentious Beaches coffeehouse,neg,en,"['slow', 'expensive', 'milky', 'capucino', 'foam', 'nearly', 'typical', 'pretentious', 'beach', 'coffeehouse']",slow expensive milky capucino foam nearly typical pretentious beach coffeehouse
119,Bud's Coffee,Queen St E,Ivy Gun Inc,4 years ago,5,Outstanding,pos,de,['outstanding'],outstanding
120,Bud's Coffee,Queen St E,Charles Minett,4 years ago,5,Best spot in the Beach,pos,en,"['good', 'spot', 'beach']",good spot beach
121,Bud's Coffee,Queen St E,Milena Samra,4 years ago,2,"Hey, if you're looking to pay almost $5 for an incredibly watery americano, this is the place to go.  I mean...you can't charge customers almost $5 and have it completely watered down!  There are so many other coffee shops in the city that are better.",neg,en,"['hey', 'look', 'pay', 'incredibly', 'watery', 'americano', 'place', 'mean', 'charge', 'customer', 'completely', 'water', 'coffee', 'shop', 'city', 'well']",hey look pay incredibly watery americano place mean charge customer completely water coffee shop city well
122,Bud's Coffee,Queen St E,Jean-Paul Hernandez,4 years ago,5,"Great place to chill with a cup of coffee. Oh, and the Nutella croissant is to die for!",pos,en,"['great', 'place', 'chill', 'cup', 'coffee', 'oh', 'nutella', 'croissant', 'die']",great place chill cup coffee oh nutella croissant die
123,Bud's Coffee,Queen St E,Doug Miller,4 years ago,5,The only coffee worth drinking in the beaches. They use Cut Coffee (Sam James) and do it right. Nice place to set up shop with a laptop while you enjoy your coffee.,pos,en,"['coffee', 'worth', 'drinking', 'beach', 'use', 'cut', 'coffee', 'sam', 'james', 'right', 'nice', 'place', 'set', 'shop', 'laptop', 'enjoy', 'coffee']",coffee worth drinking beach use cut coffee sam james right nice place set shop laptop enjoy coffee
124,Bud's Coffee,Queen St E,Joel Scott,4 years ago,5,Always great coffee and service,pos,en,"['great', 'coffee', 'service']",great coffee service
125,Bud's Coffee,Queen St E,Davin McMahon,4 years ago,5,"Best coffee in the Beach, no question.",pos,en,"['good', 'coffee', 'beach', 'question']",good coffee beach question
126,Bud's Coffee,Queen St E,Chris Hopper,4 years ago,5,Best coffee shop in the beach.,pos,en,"['good', 'coffee', 'shop', 'beach']",good coffee shop beach
127,Bud's Coffee,Queen St E,Robert Carter,4 years ago,4,Best in the beach!,pos,en,"['good', 'beach']",good beach
128,Bud's Coffee,Queen St E,General Toprock,4 years ago,5,One of the best coffees I’ve had in a while. Ordered a Late and flat white,pos,en,"['good', 'coffee', 'order', 'late', 'flat', 'white']",good coffee order late flat white
129,Bud's Coffee,Queen St E,esteban ortiz,4 years ago,5,"Great place, the ice latte was magnificent. I’ve never seen it done in the way they did it. ( definitely recommend, and will be back shortly !)",pos,en,"['great', 'place', 'ice', 'latte', 'magnificent', 'see', 'way', 'definitely', 'recommend', 'shortly']",great place ice latte magnificent see way definitely recommend shortly
130,Bud's Coffee,Queen St E,KP SPRING,4 years ago,4,"Good lattes and cappuccinos

Sandwiches and breakfast sandwhich was are good but  overpriced for what you get.",pos,en,"['good', 'latte', 'cappuccino', 'sandwich', 'breakfast', 'sandwhich', 'good', 'overprice']",good latte cappuccino sandwich breakfast sandwhich good overprice
131,Bud's Coffee,Queen St E,Rebecca Collett,4 years ago,4,Good little coffee hole on the Beaches. Great non-coffee options too. There is not a ton of seating.,pos,en,"['good', 'little', 'coffee', 'hole', 'beach', 'great', 'non', 'coffee', 'option', 'ton', 'seating']",good little coffee hole beach great non coffee option ton seating
132,Bud's Coffee,Queen St E,Prianka Sudheer,4 years ago,3,"Mixed reviews. Lattes are good.
Cafe au lait not so much. They used brewed coffee (would have preferred a shot of espresso or a stronger brewed coffee) with steamed milk and charged the same price as a latte - what a disappointment.",neu,en,"['mixed', 'review', 'latte', 'good', 'cafe', 'au', 'lait', 'brew', 'coffee', 'prefer', 'shot', 'espresso', 'strong', 'brew', 'coffee', 'steam', 'milk', 'charge', 'price', 'latte', 'disappointment']",mixed review latte good cafe au lait brew coffee prefer shot espresso strong brew coffee steam milk charge price latte disappointment
133,Bud's Coffee,Queen St E,Peter K,4 years ago,5,Super place. These guys know their stuff about coffee. Music and ambience is spot on too👌🏴󠁧󠁢󠁳󠁣󠁴󠁿 …,pos,en,"['super', 'place', 'guy', 'know', 'stuff', 'coffee', 'music', 'ambience', 'spot']",super place guy know stuff coffee music ambience spot
134,Bud's Coffee,Queen St E,April Kay,4 years ago,5,"Cozy, friendly spot. Great coffee & wonderful staff. My first stop in the morning.",pos,en,"['cozy', 'friendly', 'spot', 'great', 'coffee', 'wonderful', 'staff', 'stop', 'morning']",cozy friendly spot great coffee wonderful staff stop morning
135,Bud's Coffee,Queen St E,Veronica Morera,4 years ago,5,"Really good pour overs, super friendly staff and fresh baked goods. Really close to the beach so you can always tale it to go and enjoy a nice walk. The setting is really nice and everyone that comes in is super nice.",pos,en,"['good', 'pour', 'over', 'super', 'friendly', 'staff', 'fresh', 'baked', 'good', 'close', 'beach', 'tale', 'enjoy', 'nice', 'walk', 'set', 'nice', 'come', 'super', 'nice']",good pour over super friendly staff fresh baked good close beach tale enjoy nice walk set nice come super nice
136,Bud's Coffee,Queen St E,A Cartier,4 years ago,4,"I feel like the Beaches are purposely keeping Bud's under wraps and not letting anyone know about this spot. I had no idea about Bud's and was dreading of finding a good cup in a new spot. With the overwhelming positives for this spot, I stepped into their door and was happy to Sam James beans being used.

Recently, it sounds like they moved to a bigger spot and still making a great cup. It is still very busy... even on a lazy Saturday afternoon, there was no tables freed up and the constant line up was in and out of the place. It has a great friendly vibe and everyone here is quite warm with each other. It's clear that Bud's has made themselves part of the community because of the number of personal conversations between patrons or the staff and patrons. This was really nice to see. I guess Toronto can be friendly after all!

I have to appreciate how they use the good Canadian brands like Pluck and Cut Coffee to create their drinks. Nothing like supporting a good local. I think the baristas really know their drinks cause the flat whites we got were surpassing some of the well known coffee shops that sit on Toronto top 50.

Flat White with almond milk - The butter knife beans are just so good and Bud's did them right. This was a rich and robust coffee flavour with a touch of milkiness from the microfoamed milk. No acidity to make me wince. We decided to do the cashew and almond milk side by side taste test. I personally liked the almond milk more. I found it didn't influence the flat white as much and let the coffee flavour be more forward. I liked this one. 4/5

Flat White with cashew milk - I found the cashew milk version to have less of a coffee flavour... it definitely changed the taste. I would say it was a milkier flavour but more muted for sure. I did find cashew milk to be creamier than the almond milk but also weirdly enough, I touch more sweet? So if you're looking for the texture the most closest to cow's milk, this would probably be your favourite alternative milk. Kudos to Buds for offering more than one type of nut milk. 4/5

If I'm far out east again, I'll definitely make Bud my choice to get a good flat white and happy I'm not stuck to Starbucks.",pos,en,"['feel', 'like', 'beach', 'purposely', 'keep', 'bud', 'wrap', 'let', 'know', 'spot', 'idea', 'bud', 'dreading', 'find', 'good', 'cup', 'new', 'spot', 'overwhelming', 'positive', 'spot', 'step', 'door', 'happy', 'sam', 'james', 'bean', 'recently', 'sound', 'like', 'move', 'big', 'spot', 'make', 'great', 'cup', 'busy', 'lazy', 'saturday', 'afternoon', 'table', 'free', 'constant', 'line', 'place', 'great', 'friendly', 'vibe', 'warm', 'clear', 'bud', 'community', 'number', 'personal', 'conversation', 'patron', 'staff', 'patron', 'nice', 'guess', 'toronto', 'friendly', 'appreciate', 'use', 'good', 'canadian', 'brand', 'like', 'pluck', 'cut', 'coffee', 'create', 'drink', 'like', 'support', 'good', 'local', 'think', 'barista', 'know', 'drink', 'cause', 'flat', 'white', 'get', 'surpass', 'know', 'coffee', 'shop', 'sit', 'toronto', 'flat', 'white', 'almond', 'milk', 'butter', 'knife', 'bean', 'good', 'bud', 'right', 'rich', 'robust', 'coffee', 'flavour', 'touch', 'milkiness', 'microfoame', 'milk', 'acidity', 'wince', 'decide', 'cashew', 'almond', 'milk', 'taste', 'test', 'personally', 'like', 'almond', 'milk', 'find', 'influence', 'flat', 'white', 'let', 'coffee', 'flavour', 'forward', 'like', 'flat', 'white', 'cashew', 'milk', 'find', 'cashew', 'milk', 'version', 'coffee', 'flavour', 'definitely', 'change', 'taste', 'milkier', 'flavour', 'mute', 'sure', 'find', 'cashew', 'milk', 'creamy', 'almond', 'milk', 'weirdly', 'touch', 'sweet', 'look', 'texture', 'close', 'cow', 'milk', 'probably', 'favourite', 'alternative', 'milk', 'kudo', 'bud', 'offer', 'type', 'nut', 'milk', 'far', 'east', 'definitely', 'bud', 'choice', 'good', 'flat', 'white', 'happy', 'stuck', 'starbuck']",feel like beach purposely keep bud wrap let know spot idea bud dreading find good cup new spot overwhelming positive spot step door happy sam james bean recently sound like move big spot make great cup busy lazy saturday afternoon table free constant line place great friendly vibe warm clear bud community number personal conversation patron staff patron nice guess toronto friendly appreciate use good canadian brand like pluck cut coffee create drink like support good local think barista know drink cause flat white get surpass know coffee shop sit toronto flat white almond milk butter knife bean good bud right rich robust coffee flavour touch milkiness microfoame milk acidity wince decide cashew almond milk taste test personally like almond milk find influence flat white let coffee flavour forward like flat white cashew milk find cashew milk version coffee flavour definitely change taste milkier flavour mute sure find cashew milk creamy almond milk weirdly touch sweet look texture close cow milk probably favourite alternative milk kudo bud offer type nut milk far east definitely bud choice good flat white happy stuck starbuck
